span,sample,span_short
CMAP in (routing the request),1645.94061298863,cmap_in
CMAP in (routing the request),1614.68485211322,cmap_in
CMAP in (routing the request),1726.15837828593,cmap_in
CMAP in (routing the request),1591.23409868657,cmap_in
CMAP in (routing the request),1554.09321423279,cmap_in
CMAP in (routing the request),1544.13933594349,cmap_in
CMAP in (routing the request),1706.43139031152,cmap_in
CMAP in (routing the request),1598.92499952619,cmap_in
CMAP in (routing the request),1550.89544647203,cmap_in
CMAP in (routing the request),1655.4935249761,cmap_in
CMAP in (routing the request),1696.1833321765,cmap_in
CMAP in (routing the request),1425.46598191477,cmap_in
CMAP in (routing the request),1573.67469813103,cmap_in
CMAP in (routing the request),1575.39350444304,cmap_in
CMAP in (routing the request),1563.26533968751,cmap_in
CMAP in (routing the request),1640.91581919336,cmap_in
CMAP in (routing the request),1451.02228350798,cmap_in
CMAP in (routing the request),1798.91397200537,cmap_in
CMAP in (routing the request),1480.44538642198,cmap_in
CMAP in (routing the request),1523.60433380677,cmap_in
CMAP in (routing the request),1600.69121024137,cmap_in
CMAP in (routing the request),1701.74851420272,cmap_in
CMAP in (routing the request),1563.90240417086,cmap_in
CMAP in (routing the request),1649.94408586048,cmap_in
CMAP in (routing the request),1697.46571539158,cmap_in
CMAP in (routing the request),1655.76988150586,cmap_in
CMAP in (routing the request),1537.0161918476,cmap_in
CMAP in (routing the request),1593.47657214963,cmap_in
CMAP in (routing the request),1638.9619555981,cmap_in
CMAP in (routing the request),1684.54130117178,cmap_in
CMAP in (routing the request),1867.51235745002,cmap_in
CMAP in (routing the request),1658.95117012567,cmap_in
CMAP in (routing the request),1522.59135747356,cmap_in
CMAP in (routing the request),1544.3607072669,cmap_in
CMAP in (routing the request),1654.29070588755,cmap_in
CMAP in (routing the request),1691.32005859427,cmap_in
CMAP in (routing the request),1625.35961786053,cmap_in
CMAP in (routing the request),1614.38486105966,cmap_in
CMAP in (routing the request),1706.27040177449,cmap_in
CMAP in (routing the request),1547.49936402977,cmap_in
CMAP in (routing the request),1628.41612667868,cmap_in
CMAP in (routing the request),1599.58021579527,cmap_in
CMAP in (routing the request),1531.4504086238,cmap_in
CMAP in (routing the request),1599.46371706785,cmap_in
CMAP in (routing the request),1545.30649623924,cmap_in
CMAP in (routing the request),1800.69614664567,cmap_in
CMAP in (routing the request),1715.41188567993,cmap_in
CMAP in (routing the request),1643.81064649438,cmap_in
CMAP in (routing the request),1688.09160927537,cmap_in
CMAP in (routing the request),1696.67338221485,cmap_in
CMAP in (routing the request),1696.7161086364,cmap_in
CMAP in (routing the request),1599.33903653898,cmap_in
CMAP in (routing the request),1542.13088718768,cmap_in
CMAP in (routing the request),1638.40694495067,cmap_in
CMAP in (routing the request),1881.04897793782,cmap_in
CMAP in (routing the request),1611.16602980245,cmap_in
CMAP in (routing the request),1655.90196131875,cmap_in
CMAP in (routing the request),1528.68235311883,cmap_in
CMAP in (routing the request),1536.87528735722,cmap_in
CMAP in (routing the request),1607.46866122384,cmap_in
CMAP in (routing the request),1602.90620011035,cmap_in
CMAP in (routing the request),1821.460846394,cmap_in
CMAP in (routing the request),1719.61246490993,cmap_in
CMAP in (routing the request),1801.84455499658,cmap_in
CMAP in (routing the request),1656.75690631087,cmap_in
CMAP in (routing the request),1595.16004162062,cmap_in
CMAP in (routing the request),1591.32709755123,cmap_in
CMAP in (routing the request),1482.7113360055,cmap_in
CMAP in (routing the request),1676.18301359323,cmap_in
CMAP in (routing the request),1658.77401023613,cmap_in
CMAP in (routing the request),1394.41494451994,cmap_in
CMAP in (routing the request),1485.83014872503,cmap_in
CMAP in (routing the request),1660.2255664683,cmap_in
CMAP in (routing the request),2245.14782184214,cmap_in
CMAP in (routing the request),1571.1040847842,cmap_in
CMAP in (routing the request),1840.72866590519,cmap_in
CMAP in (routing the request),1801.71161584742,cmap_in
CMAP in (routing the request),1514.63880173388,cmap_in
CMAP in (routing the request),1601.22148263058,cmap_in
CMAP in (routing the request),1497.40862620467,cmap_in
CMAP in (routing the request),1560.07856219181,cmap_in
CMAP in (routing the request),1630.56122580755,cmap_in
CMAP in (routing the request),1676.83422089589,cmap_in
CMAP in (routing the request),1677.34964144474,cmap_in
CMAP in (routing the request),1769.61940595272,cmap_in
CMAP in (routing the request),1666.67773645635,cmap_in
CMAP in (routing the request),1498.66435480696,cmap_in
CMAP in (routing the request),1728.7048331591,cmap_in
CMAP in (routing the request),1690.83579955402,cmap_in
CMAP in (routing the request),1564.06362358004,cmap_in
CMAP in (routing the request),1610.92005283812,cmap_in
CMAP in (routing the request),1563.82808228004,cmap_in
CMAP in (routing the request),1849.99833152415,cmap_in
CMAP in (routing the request),1639.33788242237,cmap_in
CMAP in (routing the request),1857.14770720592,cmap_in
CMAP in (routing the request),1450.60393479597,cmap_in
CMAP in (routing the request),1608.31830078111,cmap_in
CMAP in (routing the request),1756.17125946447,cmap_in
CMAP in (routing the request),1713.99183014986,cmap_in
CMAP in (routing the request),1490.29363919151,cmap_in
CMAP in (routing the request),1687.09391516419,cmap_in
CMAP in (routing the request),1484.5181894851,cmap_in
CMAP in (routing the request),1644.56373899783,cmap_in
CMAP in (routing the request),1438.22529095942,cmap_in
CMAP in (routing the request),1676.20878091136,cmap_in
CMAP in (routing the request),1606.36206643822,cmap_in
CMAP in (routing the request),1602.32989349383,cmap_in
CMAP in (routing the request),1780.86671689317,cmap_in
CMAP in (routing the request),1787.64095540058,cmap_in
CMAP in (routing the request),1597.66945260559,cmap_in
CMAP in (routing the request),1874.844330941,cmap_in
CMAP in (routing the request),1575.95140133536,cmap_in
CMAP in (routing the request),1802.57254412513,cmap_in
CMAP in (routing the request),1496.73995845094,cmap_in
CMAP in (routing the request),1681.4800955493,cmap_in
CMAP in (routing the request),1762.59811870878,cmap_in
CMAP in (routing the request),1608.59415083347,cmap_in
CMAP in (routing the request),1584.40299173938,cmap_in
CMAP in (routing the request),1610.94915256196,cmap_in
CMAP in (routing the request),1567.2282413946,cmap_in
CMAP in (routing the request),1609.86657689143,cmap_in
CMAP in (routing the request),1605.30635547111,cmap_in
CMAP in (routing the request),1482.23045166224,cmap_in
CMAP in (routing the request),1694.656310107,cmap_in
CMAP in (routing the request),1652.39053066687,cmap_in
CMAP in (routing the request),1489.79100910119,cmap_in
CMAP in (routing the request),1632.69204462355,cmap_in
CMAP in (routing the request),1536.07313951829,cmap_in
CMAP in (routing the request),1776.09985582103,cmap_in
CMAP in (routing the request),1483.59354384336,cmap_in
CMAP in (routing the request),1823.38574299464,cmap_in
CMAP in (routing the request),1626.13119935585,cmap_in
CMAP in (routing the request),1797.99573687912,cmap_in
CMAP in (routing the request),1802.91755285995,cmap_in
CMAP in (routing the request),1614.88589752726,cmap_in
CMAP in (routing the request),1672.79659053295,cmap_in
CMAP in (routing the request),1704.57700833743,cmap_in
CMAP in (routing the request),1607.83762290516,cmap_in
CMAP in (routing the request),1605.15318249039,cmap_in
CMAP in (routing the request),1603.06829746498,cmap_in
CMAP in (routing the request),1740.89863505681,cmap_in
CMAP in (routing the request),1591.81632226228,cmap_in
CMAP in (routing the request),1209.5383295196,cmap_in
CMAP in (routing the request),1617.5807912901,cmap_in
CMAP in (routing the request),1702.0512322902,cmap_in
CMAP in (routing the request),1654.93230016822,cmap_in
CMAP in (routing the request),1539.63450395998,cmap_in
CMAP in (routing the request),1609.52983010053,cmap_in
CMAP in (routing the request),1606.13606690929,cmap_in
CMAP in (routing the request),1797.33926852789,cmap_in
CMAP in (routing the request),1661.24088474111,cmap_in
CMAP in (routing the request),1733.0645411003,cmap_in
CMAP in (routing the request),1663.33833268451,cmap_in
CMAP in (routing the request),1591.16413706443,cmap_in
CMAP in (routing the request),1909.69977499515,cmap_in
CMAP in (routing the request),1752.88179244118,cmap_in
CMAP in (routing the request),1759.27617762414,cmap_in
CMAP in (routing the request),1637.38880176804,cmap_in
CMAP in (routing the request),1694.83951719881,cmap_in
CMAP in (routing the request),1767.04128850418,cmap_in
CMAP in (routing the request),1699.62612706449,cmap_in
CMAP in (routing the request),1610.95110145163,cmap_in
CMAP in (routing the request),1644.69701131089,cmap_in
CMAP in (routing the request),1506.86694387296,cmap_in
CMAP in (routing the request),1589.1392872202,cmap_in
CMAP in (routing the request),1453.34134815344,cmap_in
CMAP in (routing the request),1654.31894280352,cmap_in
CMAP in (routing the request),1960.4207624244,cmap_in
CMAP in (routing the request),1517.20767946136,cmap_in
CMAP in (routing the request),1597.8360026344,cmap_in
CMAP in (routing the request),1488.00123727949,cmap_in
CMAP in (routing the request),1607.70354507831,cmap_in
CMAP in (routing the request),1604.81185247027,cmap_in
CMAP in (routing the request),1648.89782771079,cmap_in
CMAP in (routing the request),1651.09578962381,cmap_in
CMAP in (routing the request),1772.58589358959,cmap_in
CMAP in (routing the request),1562.79923450502,cmap_in
CMAP in (routing the request),1609.65759180406,cmap_in
CMAP in (routing the request),1882.89149626702,cmap_in
CMAP in (routing the request),1633.67052043973,cmap_in
CMAP in (routing the request),1504.3767316807,cmap_in
CMAP in (routing the request),1650.87361835391,cmap_in
CMAP in (routing the request),1713.32564239625,cmap_in
CMAP in (routing the request),1601.09132244307,cmap_in
CMAP in (routing the request),1714.42719618536,cmap_in
CMAP in (routing the request),1475.61484196823,cmap_in
CMAP in (routing the request),1790.57672824768,cmap_in
CMAP in (routing the request),1542.29196179994,cmap_in
CMAP in (routing the request),1487.06437328453,cmap_in
CMAP in (routing the request),1565.08732391527,cmap_in
CMAP in (routing the request),1590.53652994226,cmap_in
CMAP in (routing the request),1776.13538235516,cmap_in
CMAP in (routing the request),1538.99458726777,cmap_in
CMAP in (routing the request),1684.21152318675,cmap_in
CMAP in (routing the request),1753.88030681414,cmap_in
CMAP in (routing the request),1758.49641124759,cmap_in
CMAP in (routing the request),1748.65604848065,cmap_in
CMAP in (routing the request),1623.01073027241,cmap_in
CMAP in (routing the request),1767.35485605621,cmap_in
CMAP in (routing the request),1721.28151892307,cmap_in
CMAP in (routing the request),1829.17508973313,cmap_in
CMAP in (routing the request),1570.13194779002,cmap_in
CMAP in (routing the request),1879.37685624425,cmap_in
CMAP in (routing the request),1732.26955376831,cmap_in
CMAP in (routing the request),1799.94740173773,cmap_in
CMAP in (routing the request),1673.91675388736,cmap_in
CMAP in (routing the request),1590.41082058121,cmap_in
CMAP in (routing the request),1589.95291182498,cmap_in
CMAP in (routing the request),1744.13417385134,cmap_in
CMAP in (routing the request),1545.09217693726,cmap_in
CMAP in (routing the request),1736.43913749079,cmap_in
CMAP in (routing the request),1609.59940560179,cmap_in
CMAP in (routing the request),1792.1581034181,cmap_in
CMAP in (routing the request),1569.07123548023,cmap_in
CMAP in (routing the request),1574.66760626671,cmap_in
CMAP in (routing the request),1710.67138742011,cmap_in
CMAP in (routing the request),1490.44018748852,cmap_in
CMAP in (routing the request),1684.43261696008,cmap_in
CMAP in (routing the request),1659.23364028449,cmap_in
CMAP in (routing the request),1736.19861761808,cmap_in
CMAP in (routing the request),1491.85457872368,cmap_in
CMAP in (routing the request),1736.44719195439,cmap_in
CMAP in (routing the request),1664.81827352769,cmap_in
CMAP in (routing the request),2128.35059019796,cmap_in
CMAP in (routing the request),1544.8450575525,cmap_in
CMAP in (routing the request),1567.04405172532,cmap_in
CMAP in (routing the request),1584.62930980104,cmap_in
CMAP in (routing the request),1539.40656081688,cmap_in
CMAP in (routing the request),1783.03741820212,cmap_in
CMAP in (routing the request),1766.26376064674,cmap_in
CMAP in (routing the request),1667.49472577929,cmap_in
CMAP in (routing the request),1587.75057432451,cmap_in
CMAP in (routing the request),1849.73549738199,cmap_in
CMAP in (routing the request),1543.01938647367,cmap_in
CMAP in (routing the request),1587.953103615,cmap_in
CMAP in (routing the request),1808.21148832709,cmap_in
CMAP in (routing the request),1623.39342441149,cmap_in
CMAP in (routing the request),1576.58339195499,cmap_in
CMAP in (routing the request),1662.69169621956,cmap_in
CMAP in (routing the request),1705.23792380001,cmap_in
CMAP in (routing the request),1615.25155228551,cmap_in
CMAP in (routing the request),1642.68654512977,cmap_in
CMAP in (routing the request),1765.93231209944,cmap_in
CMAP in (routing the request),1547.89418890034,cmap_in
CMAP in (routing the request),1671.71029052091,cmap_in
CMAP in (routing the request),1770.58718416985,cmap_in
CMAP in (routing the request),1806.81290458073,cmap_in
CMAP in (routing the request),1771.39563450758,cmap_in
CMAP in (routing the request),1671.12741231393,cmap_in
CMAP in (routing the request),1759.83337798154,cmap_in
CMAP in (routing the request),1598.85118297712,cmap_in
CMAP in (routing the request),1746.56718428716,cmap_in
CMAP in (routing the request),1875.55742006537,cmap_in
CMAP in (routing the request),1714.43975879389,cmap_in
CMAP in (routing the request),1693.75230788375,cmap_in
CMAP in (routing the request),1722.42853661898,cmap_in
CMAP in (routing the request),1846.30247128894,cmap_in
CMAP in (routing the request),1787.47754299199,cmap_in
CMAP in (routing the request),1740.88801572367,cmap_in
CMAP in (routing the request),1551.45727735026,cmap_in
CMAP in (routing the request),1929.99284906271,cmap_in
CMAP in (routing the request),1799.19535745169,cmap_in
CMAP in (routing the request),1629.33484052451,cmap_in
CMAP in (routing the request),1587.82578206197,cmap_in
CMAP in (routing the request),1706.12410485929,cmap_in
CMAP in (routing the request),1636.81229346708,cmap_in
CMAP in (routing the request),1864.67997185108,cmap_in
CMAP in (routing the request),1674.50181183072,cmap_in
CMAP in (routing the request),1921.86355796508,cmap_in
CMAP in (routing the request),1706.77123781068,cmap_in
CMAP in (routing the request),1798.30902029169,cmap_in
CMAP in (routing the request),1844.09131842762,cmap_in
CMAP in (routing the request),1752.69636934141,cmap_in
CMAP in (routing the request),1931.43671202716,cmap_in
CMAP in (routing the request),1694.13996212085,cmap_in
CMAP in (routing the request),1639.32299157776,cmap_in
CMAP in (routing the request),1683.29588045645,cmap_in
CMAP in (routing the request),1805.19521742748,cmap_in
CMAP in (routing the request),1749.63748102823,cmap_in
CMAP in (routing the request),1562.61440090683,cmap_in
CMAP in (routing the request),1645.44806991787,cmap_in
CMAP in (routing the request),1589.02685732619,cmap_in
CMAP in (routing the request),1866.45422627106,cmap_in
CMAP in (routing the request),1575.31167851024,cmap_in
CMAP in (routing the request),1669.92628408224,cmap_in
CMAP in (routing the request),1726.50759977697,cmap_in
CMAP in (routing the request),1710.22499089387,cmap_in
CMAP in (routing the request),1696.46265400109,cmap_in
CMAP in (routing the request),1696.62429532523,cmap_in
CMAP in (routing the request),1528.65245272979,cmap_in
CMAP in (routing the request),1713.01560247274,cmap_in
"HLR (profile query, cache hit)",1607.33325945246,hlr_hit
"HLR (profile query, cache hit)",1696.87620839677,hlr_hit
"HLR (profile query, cache hit)",1805.89616656015,hlr_hit
"HLR (profile query, cache hit)",1622.86248214727,hlr_hit
"HLR (profile query, cache hit)",1674.23915979043,hlr_hit
"HLR (profile query, cache hit)",1604.07988428369,hlr_hit
"HLR (profile query, cache hit)",1807.40602279129,hlr_hit
"HLR (profile query, cache hit)",1634.06298047868,hlr_hit
"HLR (profile query, cache hit)",1678.44347995034,hlr_hit
"HLR (profile query, cache hit)",1729.38924951773,hlr_hit
"HLR (profile query, cache hit)",1793.88375690744,hlr_hit
"HLR (profile query, cache hit)",1603.43559237099,hlr_hit
"HLR (profile query, cache hit)",1675.50062047604,hlr_hit
"HLR (profile query, cache hit)",1550.82007538316,hlr_hit
"HLR (profile query, cache hit)",1650.53502396026,hlr_hit
"HLR (profile query, cache hit)",1759.46919211553,hlr_hit
"HLR (profile query, cache hit)",1509.68193674323,hlr_hit
"HLR (profile query, cache hit)",1858.65233390935,hlr_hit
"HLR (profile query, cache hit)",1628.63889540649,hlr_hit
"HLR (profile query, cache hit)",1579.77418777288,hlr_hit
"HLR (profile query, cache hit)",1714.13901375009,hlr_hit
"HLR (profile query, cache hit)",1757.84923723348,hlr_hit
"HLR (profile query, cache hit)",1644.47129631315,hlr_hit
"HLR (profile query, cache hit)",1717.08381797016,hlr_hit
"HLR (profile query, cache hit)",1780.12401600618,hlr_hit
"HLR (profile query, cache hit)",1745.68817760955,hlr_hit
"HLR (profile query, cache hit)",1640.49632108123,hlr_hit
"HLR (profile query, cache hit)",1705.42121460435,hlr_hit
"HLR (profile query, cache hit)",1665.56153978709,hlr_hit
"HLR (profile query, cache hit)",1750.71571271618,hlr_hit
"HLR (profile query, cache hit)",1958.17797519102,hlr_hit
"HLR (profile query, cache hit)",1721.89096810472,hlr_hit
"HLR (profile query, cache hit)",1581.19927398437,hlr_hit
"HLR (profile query, cache hit)",1651.60175315473,hlr_hit
"HLR (profile query, cache hit)",1702.70608899978,hlr_hit
"HLR (profile query, cache hit)",1731.89438702205,hlr_hit
"HLR (profile query, cache hit)",1750.96016735547,hlr_hit
"HLR (profile query, cache hit)",1723.30859439265,hlr_hit
"HLR (profile query, cache hit)",1795.18035795378,hlr_hit
"HLR (profile query, cache hit)",1624.76707587352,hlr_hit
"HLR (profile query, cache hit)",1699.12701898693,hlr_hit
"HLR (profile query, cache hit)",1636.04848246194,hlr_hit
"HLR (profile query, cache hit)",1652.11836075998,hlr_hit
"HLR (profile query, cache hit)",1643.85945040148,hlr_hit
"HLR (profile query, cache hit)",1709.01575338185,hlr_hit
"HLR (profile query, cache hit)",1866.53443635492,hlr_hit
"HLR (profile query, cache hit)",1788.5106383043,hlr_hit
"HLR (profile query, cache hit)",1680.6386636372,hlr_hit
"HLR (profile query, cache hit)",1787.64548493899,hlr_hit
"HLR (profile query, cache hit)",1784.07074007637,hlr_hit
"HLR (profile query, cache hit)",1791.99417847727,hlr_hit
"HLR (profile query, cache hit)",1666.06992088189,hlr_hit
"HLR (profile query, cache hit)",1645.63092528315,hlr_hit
"HLR (profile query, cache hit)",1762.92616481305,hlr_hit
"HLR (profile query, cache hit)",1950.20641113756,hlr_hit
"HLR (profile query, cache hit)",1667.18347385871,hlr_hit
"HLR (profile query, cache hit)",1758.94572218194,hlr_hit
"HLR (profile query, cache hit)",1595.72154185803,hlr_hit
"HLR (profile query, cache hit)",1680.47845657178,hlr_hit
"HLR (profile query, cache hit)",1725.52652291858,hlr_hit
"HLR (profile query, cache hit)",1748.23763948731,hlr_hit
"HLR (profile query, cache hit)",1820.67583595392,hlr_hit
"HLR (profile query, cache hit)",1778.34662722138,hlr_hit
"HLR (profile query, cache hit)",1927.70563436187,hlr_hit
"HLR (profile query, cache hit)",1705.17432853372,hlr_hit
"HLR (profile query, cache hit)",1684.71573108602,hlr_hit
"HLR (profile query, cache hit)",1735.22631833067,hlr_hit
"HLR (profile query, cache hit)",1598.97493942443,hlr_hit
"HLR (profile query, cache hit)",1730.66518848541,hlr_hit
"HLR (profile query, cache hit)",1745.87838426219,hlr_hit
"HLR (profile query, cache hit)",1568.65533482826,hlr_hit
"HLR (profile query, cache hit)",1634.20763790239,hlr_hit
"HLR (profile query, cache hit)",1716.19250521911,hlr_hit
"HLR (profile query, cache hit)",2357.26995980257,hlr_hit
"HLR (profile query, cache hit)",1700.36459600668,hlr_hit
"HLR (profile query, cache hit)",1870.96211352379,hlr_hit
"HLR (profile query, cache hit)",1815.75857226717,hlr_hit
"HLR (profile query, cache hit)",1692.21147583704,hlr_hit
"HLR (profile query, cache hit)",1663.39733323717,hlr_hit
"HLR (profile query, cache hit)",1616.01337541137,hlr_hit
"HLR (profile query, cache hit)",1625.34299162816,hlr_hit
"HLR (profile query, cache hit)",1712.30096659991,hlr_hit
"HLR (profile query, cache hit)",1744.30728287397,hlr_hit
"HLR (profile query, cache hit)",1748.18732725599,hlr_hit
"HLR (profile query, cache hit)",1806.10983089724,hlr_hit
"HLR (profile query, cache hit)",1743.39230153489,hlr_hit
"HLR (profile query, cache hit)",1564.35926339406,hlr_hit
"HLR (profile query, cache hit)",1796.47546075322,hlr_hit
"HLR (profile query, cache hit)",1732.62956821491,hlr_hit
"HLR (profile query, cache hit)",1609.09418033644,hlr_hit
"HLR (profile query, cache hit)",1755.55317139155,hlr_hit
"HLR (profile query, cache hit)",1619.23663050715,hlr_hit
"HLR (profile query, cache hit)",1929.05013483319,hlr_hit
"HLR (profile query, cache hit)",1683.49795169583,hlr_hit
"HLR (profile query, cache hit)",1932.83239956576,hlr_hit
"HLR (profile query, cache hit)",1593.81873375526,hlr_hit
"HLR (profile query, cache hit)",1648.25084681297,hlr_hit
"HLR (profile query, cache hit)",1786.29212100331,hlr_hit
"HLR (profile query, cache hit)",1793.38068556187,hlr_hit
"HLR (profile query, cache hit)",1660.28884457851,hlr_hit
"HLR (profile query, cache hit)",1751.31090564071,hlr_hit
"HLR (profile query, cache hit)",1607.04050059645,hlr_hit
"HLR (profile query, cache hit)",1741.00659960383,hlr_hit
